Device Name,3R
Device Model,Kestrel DROP 2
Serial Number,3076474
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
yyyy-MM-dd hh:mm:ss a,°C,%,°C,°C
2025-07-18 01:00:00 AM,16.2,91.8,16.5,14.9,point
2025-07-18 01:30:00 AM,16.5,88.5,16.7,14.6,point
2025-07-18 02:00:00 AM,16.7,88.6,16.8,14.8,point
2025-07-18 02:30:00 AM,16.6,88.6,16.7,14.7,point
2025-07-18 03:00:00 AM,16.6,88.8,16.8,14.8,point
2025-07-18 03:30:00 AM,16.9,89.0,17.0,15.0,point
2025-07-18 04:00:00 AM,16.8,89.0,17.0,15.0,point
2025-07-18 04:30:00 AM,16.7,87.5,16.8,14.6,point
2025-07-18 05:00:00 AM,16.9,88.9,17.1,15.1,point
2025-07-18 05:30:00 AM,17.0,88.7,17.2,15.1,point
2025-07-18 06:00:00 AM,16.8,88.4,17.0,14.9,point
2025-07-18 06:30:00 AM,16.9,88.1,17.0,14.9,point
2025-07-18 07:00:00 AM,16.8,87.2,16.8,14.6,point
2025-07-18 07:30:00 AM,16.8,88.0,16.8,14.8,point
2025-07-18 08:00:00 AM,16.9,88.8,17.1,15.1,point
2025-07-18 08:30:00 AM,17.2,89.1,17.4,15.4,point
2025-07-18 09:00:00 AM,17.9,89.8,18.0,16.2,point
2025-07-18 09:30:00 AM,18.4,89.6,18.6,16.6,point
2025-07-18 10:00:00 AM,18.7,90.2,19.0,17.0,point
2025-07-18 10:30:00 AM,19.1,90.2,19.6,17.5,point
2025-07-18 11:00:00 AM,19.4,90.5,19.8,17.8,point
2025-07-18 11:30:00 AM,19.7,90.4,20.2,18.0,point
2025-07-18 12:00:00 PM,19.8,89.3,20.3,18.0,point
2025-07-18 12:30:00 PM,20.3,91.0,21.0,18.8,point
2025-07-18 01:00:00 PM,20.6,90.6,21.4,19.0,point
2025-07-18 01:30:00 PM,21.2,92.0,22.0,19.8,point
2025-07-18 02:00:00 PM,21.2,89.7,22.0,19.5,point
2025-07-18 02:30:00 PM,21.1,90.1,21.9,19.4,point
2025-07-18 03:00:00 PM,20.9,90.2,21.6,19.2,point
2025-07-18 03:30:00 PM,20.6,87.9,21.3,18.5,point
2025-07-18 04:00:00 PM,20.3,88.0,20.8,18.2,point
2025-07-18 04:30:00 PM,19.8,86.8,20.2,17.5,point
2025-07-18 05:00:00 PM,19.6,83.4,19.8,16.7,point
2025-07-18 05:30:00 PM,18.9,86.6,19.2,16.6,point
2025-07-18 06:00:00 PM,18.5,86.4,18.7,16.2,point
2025-07-18 06:30:00 PM,18.0,85.5,18.0,15.6,point
2025-07-18 07:00:00 PM,17.6,88.0,17.7,15.6,point
2025-07-18 07:30:00 PM,17.2,85.8,17.2,14.8,point
2025-07-18 08:00:00 PM,16.1,88.3,16.2,14.1,point
2025-07-18 08:30:00 PM,15.5,88.2,15.6,13.5,point
2025-07-18 09:00:00 PM,14.9,88.4,15.1,13.0,point
2025-07-18 09:30:00 PM,14.6,88.4,14.8,12.7,point
2025-07-18 10:00:00 PM,14.4,89.0,14.5,12.6,point
2025-07-18 10:30:00 PM,14.2,89.6,14.4,12.6,point
2025-07-18 11:00:00 PM,14.2,90.0,14.4,12.6,point
2025-07-18 11:30:00 PM,14.1,90.0,14.4,12.5,point
2025-07-19 12:00:00 AM,14.2,90.2,14.4,12.6,point
2025-07-19 12:30:00 AM,14.1,90.0,14.3,12.5,point
2025-07-19 01:00:00 AM,16.4,91.5,16.7,15.0,point
2025-07-19 01:30:00 AM,16.6,88.0,16.7,14.6,point
2025-07-19 02:00:00 AM,16.7,87.4,16.7,14.6,point
2025-07-19 02:30:00 AM,16.8,89.1,17.0,15.0,point
2025-07-19 03:00:00 AM,16.8,88.3,17.0,14.9,point
2025-07-19 03:30:00 AM,16.8,88.2,17.0,14.9,point
2025-07-19 04:00:00 AM,16.7,87.7,16.8,14.7,point
2025-07-19 04:30:00 AM,16.7,88.1,16.8,14.7,point
2025-07-19 05:00:00 AM,16.8,88.1,16.8,14.8,point
2025-07-19 05:30:00 AM,16.9,88.0,16.9,14.9,point
2025-07-19 06:00:00 AM,16.7,86.6,16.8,14.5,point
2025-07-19 06:30:00 AM,16.8,87.9,16.9,14.8,point
2025-07-19 07:00:00 AM,16.9,88.2,17.0,14.9,point
2025-07-19 07:30:00 AM,16.8,88.0,16.9,14.8,point
2025-07-19 08:00:00 AM,17.0,88.7,17.1,15.1,point
2025-07-19 08:30:00 AM,17.5,90.1,17.8,15.9,point
2025-07-19 09:00:00 AM,17.8,89.9,18.0,16.1,point
2025-07-19 09:30:00 AM,18.3,90.4,18.5,16.7,point
2025-07-19 10:00:00 AM,18.7,89.8,19.0,17.0,point
2025-07-19 10:30:00 AM,19.1,90.2,19.5,17.4,point
2025-07-19 11:00:00 AM,19.4,89.8,19.7,17.6,point
2025-07-19 11:30:00 AM,19.6,90.0,20.2,17.9,point
2025-07-19 12:00:00 PM,19.8,88.8,20.2,17.9,point
2025-07-19 12:30:00 PM,20.3,89.8,20.8,18.5,point
2025-07-19 01:00:00 PM,20.6,90.0,21.4,18.9,point
2025-07-19 01:30:00 PM,21.0,89.7,21.6,19.2,point
2025-07-19 02:00:00 PM,20.9,89.2,21.6,19.1,point
2025-07-19 02:30:00 PM,20.8,88.4,21.5,18.9,point
2025-07-19 03:00:00 PM,20.5,87.5,21.1,18.4,point
2025-07-19 03:30:00 PM,20.3,87.8,20.8,18.2,point
2025-07-19 04:00:00 PM,19.9,86.9,20.4,17.7,point
2025-07-19 04:30:00 PM,19.7,85.9,19.9,17.3,point
2025-07-19 05:00:00 PM,19.3,85.9,19.6,16.9,point
2025-07-19 05:30:00 PM,18.9,85.9,19.1,16.5,point
2025-07-19 06:00:00 PM,18.5,85.9,18.5,16.1,point
2025-07-19 06:30:00 PM,17.9,85.8,17.9,15.5,point
2025-07-19 07:00:00 PM,17.5,85.1,17.5,15.0,point
2025-07-19 07:30:00 PM,17.0,85.8,17.0,14.7,point
2025-07-19 08:00:00 PM,15.8,86.4,15.9,13.6,point
2025-07-19 08:30:00 PM,15.3,88.4,15.4,13.4,point
2025-07-19 09:00:00 PM,14.9,87.7,14.9,12.8,point
2025-07-19 09:30:00 PM,14.4,88.0,14.4,12.4,point
2025-07-19 10:00:00 PM,14.1,88.9,14.3,12.3,point
2025-07-19 10:30:00 PM,14.1,88.6,14.2,12.2,point
2025-07-19 11:00:00 PM,14.0,88.9,14.1,12.1,point
2025-07-19 11:30:00 PM,14.0,89.6,14.2,12.3,point
2025-07-20 12:00:00 AM,14.0,89.4,14.2,12.3,point
2025-07-20 12:30:00 AM,13.9,88.1,13.9,11.9,point
2025-07-20 01:00:00 AM,16.1,89.3,16.2,14.3,point
2025-07-20 01:30:00 AM,16.3,88.1,16.3,14.3,point
2025-07-20 02:00:00 AM,16.4,87.7,16.4,14.3,point
2025-07-20 02:30:00 AM,16.4,87.6,16.4,14.3,point
2025-07-20 03:00:00 AM,16.4,87.9,16.5,14.4,point
2025-07-20 03:30:00 AM,16.4,86.9,16.5,14.2,point
2025-07-20 04:00:00 AM,16.3,86.6,16.4,14.1,point
2025-07-20 04:30:00 AM,16.4,86.9,16.5,14.2,point
2025-07-20 05:00:00 AM,16.4,87.1,16.5,14.2,point
2025-07-20 05:30:00 AM,16.4,86.9,16.4,14.2,point
2025-07-20 06:00:00 AM,16.5,88.2,16.5,14.5,point
2025-07-20 06:30:00 AM,16.4,86.9,16.4,14.2,point
2025-07-20 07:00:00 AM,16.4,87.7,16.5,14.4,point
2025-07-20 07:30:00 AM,16.4,87.0,16.4,14.2,point
2025-07-20 08:00:00 AM,16.6,88.3,16.7,14.6,point
2025-07-20 08:30:00 AM,17.0,88.2,17.2,15.1,point
2025-07-20 09:00:00 AM,17.3,88.8,17.5,15.5,point
2025-07-20 09:30:00 AM,17.8,88.6,18.0,15.9,point
2025-07-20 10:00:00 AM,18.2,88.9,18.4,16.3,point
2025-07-20 10:30:00 AM,18.5,88.9,18.8,16.6,point
2025-07-20 11:00:00 AM,18.9,89.3,19.1,17.1,point
2025-07-20 11:30:00 AM,19.2,89.7,19.6,17.5,point
2025-07-20 12:00:00 PM,19.5,89.5,20.0,17.8,point
2025-07-20 12:30:00 PM,19.9,88.8,20.3,18.0,point
2025-07-20 01:00:00 PM,20.1,88.8,20.7,18.2,point
2025-07-20 01:30:00 PM,20.7,88.7,21.4,18.8,point
2025-07-20 02:00:00 PM,20.8,88.0,21.4,18.7,point
2025-07-20 02:30:00 PM,20.6,87.4,21.1,18.4,point
2025-07-20 03:00:00 PM,20.4,87.2,20.9,18.2,point
2025-07-20 03:30:00 PM,20.1,86.9,20.6,17.9,point
2025-07-20 04:00:00 PM,19.8,85.9,20.2,17.4,point
2025-07-20 04:30:00 PM,19.5,85.8,19.8,17.1,point
2025-07-20 05:00:00 PM,19.1,85.0,19.3,16.5,point
2025-07-20 05:30:00 PM,18.7,85.3,18.8,16.2,point
2025-07-20 06:00:00 PM,18.3,85.3,18.2,15.8,point
2025-07-20 06:30:00 PM,17.8,85.5,17.8,15.3,point
2025-07-20 07:00:00 PM,17.4,85.3,17.4,14.9,point
2025-07-20 07:30:00 PM,16.9,85.8,16.8,14.5,point
2025-07-20 08:00:00 PM,15.9,87.3,15.9,13.8,point
2025-07-20 08:30:00 PM,15.2,87.6,15.3,13.2,point
2025-07-20 09:00:00 PM,14.8,87.6,14.9,12.8,point
2025-07-20 09:30:00 PM,14.4,87.9,14.4,12.4,point
2025-07-20 10:00:00 PM,14.1,89.0,14.3,12.4,point
2025-07-20 10:30:00 PM,14.1,88.9,14.2,12.2,point
2025-07-20 11:00:00 PM,14.0,89.0,14.1,12.2,point
2025-07-20 11:30:00 PM,13.9,88.4,14.1,12.0,point
2025-07-21 12:00:00 AM,14.0,89.6,14.1,12.3,point
2025-07-21 12:30:00 AM,13.9,89.0,14.1,12.1,point
2025-07-21 01:00:00 AM,16.0,89.3,16.2,14.2,point
2025-07-21 01:30:00 AM,16.4,87.6,16.4,14.3,point
2025-07-21 02:00:00 AM,16.4,87.2,16.5,14.3,point
2025-07-21 02:30:00 AM,16.4,87.3,16.5,14.3,point
2025-07-21 03:00:00 AM,16.5,87.3,16.5,14.4,point
2025-07-21 03:30:00 AM,16.4,87.2,16.5,14.3,point
2025-07-21 04:00:00 AM,16.5,87.5,16.5,14.4,point
2025-07-21 04:30:00 AM,16.4,86.6,16.5,14.2,point
2025-07-21 05:00:00 AM,16.5,87.3,16.5,14.3,point
2025-07-21 05:30:00 AM,16.5,86.8,16.5,14.3,point
2025-07-21 06:00:00 AM,16.4,87.4,16.5,14.3,point
2025-07-21 06:30:00 AM,16.5,88.1,16.5,14.5,point
2025-07-21 07:00:00 AM,16.5,86.3,16.4,14.2,point
2025-07-21 07:30:00 AM,16.5,87.6,16.6,14.5,point
2025-07-21 08:00:00 AM,16.8,88.2,16.8,14.8,point
2025-07-21 08:30:00 AM,17.2,89.3,17.3,15.4,point
2025-07-21 09:00:00 AM,17.6,89.1,17.7,15.8,point
2025-07-21 09:30:00 AM,18.0,88.2,18.2,16.1,point
2025-07-21 10:00:00 AM,19.7,89.9,20.2,18.0,point
2025-07-21 10:30:00 AM,19.9,89.1,20.5,18.1,point
2025-07-21 11:00:00 AM,20.1,88.3,20.6,18.1,point
2025-07-21 11:30:00 AM,20.1,89.0,20.6,18.2,point
2025-07-21 12:00:00 PM,20.1,88.4,20.7,18.1,point
2025-07-21 12:30:00 PM,20.1,88.4,20.7,18.2,point
2025-07-21 01:00:00 PM,20.1,87.6,20.6,18.0,point
2025-07-21 01:30:00 PM,20.2,88.5,20.8,18.2,point
2025-07-21 02:00:00 PM,20.0,87.2,20.5,17.8,point
2025-07-21 02:30:00 PM,20.1,88.2,20.7,18.1,point
2025-07-21 03:00:00 PM,20.2,87.4,20.6,18.0,point
2025-07-21 03:30:00 PM,20.1,87.8,20.6,18.0,point
2025-07-21 04:00:00 PM,21.3,86.3,22.0,18.9,point
2025-07-21 04:30:00 PM,20.9,84.7,21.5,18.2,point
2025-07-21 05:00:00 PM,20.8,84.4,21.3,18.0,point
2025-07-21 05:30:00 PM,20.9,85.0,21.4,18.2,point
2025-07-21 06:00:00 PM,20.9,86.2,21.4,18.5,point
2025-07-21 06:30:00 PM,20.9,85.7,21.5,18.4,point
2025-07-21 07:00:00 PM,20.9,86.0,21.4,18.4,point
2025-07-21 07:30:00 PM,20.8,85.8,21.4,18.4,point
2025-07-21 08:00:00 PM,20.8,85.7,21.4,18.4,point
2025-07-21 08:30:00 PM,20.9,85.5,21.4,18.4,point
2025-07-21 09:00:00 PM,17.6,74.8,17.0,13.1,point
2025-07-21 09:30:00 PM,11.9,65.8,11.2,5.7,point
2025-07-21 10:00:00 PM,7.3,74.5,7.1,3.1,point
2025-07-21 10:30:00 PM,6.2,80.0,6.0,3.0,point
2025-07-21 11:00:00 PM,5.7,82.8,5.7,3.0,point
2025-07-21 11:30:00 PM,5.5,83.9,5.5,3.0,point
2025-07-22 12:00:00 AM,5.4,84.8,5.4,3.1,point
2025-07-22 12:30:00 AM,5.3,85.5,5.3,3.1,point
2025-07-22 01:00:00 AM,5.3,86.2,5.2,3.2,point
2025-07-22 01:30:00 AM,5.3,86.4,5.3,3.2,point
2025-07-22 02:00:00 AM,5.2,86.1,5.2,3.1,point
2025-07-22 02:30:00 AM,5.2,86.6,5.1,3.1,point
2025-07-22 03:00:00 AM,5.2,86.8,5.1,3.2,point
2025-07-22 03:30:00 AM,5.2,86.8,5.1,3.2,point
2025-07-22 04:00:00 AM,5.2,86.9,5.2,3.2,point
2025-07-22 04:30:00 AM,5.2,86.8,5.1,3.1,point
2025-07-22 05:00:00 AM,5.2,87.4,5.2,3.3,point
2025-07-22 05:30:00 AM,5.2,86.9,5.1,3.1,point
2025-07-22 06:00:00 AM,5.2,87.3,5.1,3.2,point
2025-07-22 06:30:00 AM,5.2,87.2,5.1,3.2,point
2025-07-22 07:00:00 AM,5.0,86.6,4.9,3.0,point
2025-07-22 07:30:00 AM,5.1,87.5,5.0,3.2,point
2025-07-22 08:00:00 AM,8.5,97.9,8.7,8.2,point
2025-07-22 08:30:00 AM,15.8,100.0,16.5,15.8,point
2025-07-22 09:00:00 AM,19.4,100.0,20.4,19.4,point
2025-07-22 09:30:00 AM,20.4,89.6,20.9,18.6,point
2025-07-22 10:00:00 AM,20.5,88.3,21.2,18.5,point
2025-07-22 10:30:00 AM,20.8,88.8,21.4,18.8,point
2025-07-22 11:00:00 AM,20.8,87.6,21.4,18.6,point
2025-07-22 11:30:00 AM,20.8,87.1,21.5,18.6,point
2025-07-22 12:00:00 PM,21.0,87.8,21.6,18.9,point
2025-07-22 12:30:00 PM,20.9,88.2,21.5,18.9,point
2025-07-22 01:00:00 PM,21.4,85.9,22.0,18.9,point
2025-07-22 01:30:00 PM,21.2,86.0,21.8,18.7,point
2025-07-22 02:00:00 PM,21.1,86.2,21.6,18.7,point
2025-07-22 02:30:00 PM,21.3,87.2,22.0,19.0,point
2025-07-22 03:00:00 PM,21.2,86.9,21.9,18.9,point
2025-07-22 03:30:00 PM,21.5,85.9,22.1,19.0,point
2025-07-22 04:00:00 PM,21.6,85.8,22.4,19.1,point
2025-07-22 04:30:00 PM,21.5,85.2,22.3,18.9,point
2025-07-22 05:00:00 PM,21.0,85.5,21.5,18.5,point
2025-07-22 05:30:00 PM,21.0,86.4,21.7,18.7,point
2025-07-22 06:00:00 PM,21.0,86.3,21.6,18.6,point
2025-07-22 06:30:00 PM,21.2,86.8,21.9,18.9,point
2025-07-22 07:00:00 PM,21.1,86.8,21.7,18.8,point
2025-07-22 07:30:00 PM,21.1,86.2,21.8,18.7,point
2025-07-22 08:00:00 PM,21.1,86.2,21.6,18.7,point
2025-07-22 08:30:00 PM,21.0,86.2,21.6,18.6,point
2025-07-22 09:00:00 PM,17.7,73.9,17.1,13.0,point
2025-07-22 09:30:00 PM,11.5,69.1,10.9,6.0,point
2025-07-22 10:00:00 PM,7.0,77.3,6.7,3.3,point
2025-07-22 10:30:00 PM,6.4,81.4,6.2,3.4,point
2025-07-22 11:00:00 PM,6.0,83.3,5.9,3.3,point
2025-07-22 11:30:00 PM,5.7,84.7,5.7,3.3,point
2025-07-23 12:00:00 AM,5.7,85.4,5.7,3.5,point
2025-07-23 12:30:00 AM,5.3,84.8,5.3,3.0,point
2025-07-23 01:00:00 AM,5.3,85.3,5.3,3.1,point
2025-07-23 01:30:00 AM,5.4,86.0,5.4,3.2,point
2025-07-23 02:00:00 AM,5.4,86.8,5.4,3.4,point
2025-07-23 02:30:00 AM,5.3,86.9,5.3,3.3,point
2025-07-23 03:00:00 AM,5.2,86.8,5.1,3.2,point
2025-07-23 03:30:00 AM,5.3,87.3,5.2,3.3,point
2025-07-23 04:00:00 AM,5.2,85.7,5.2,3.0,point
2025-07-23 04:30:00 AM,5.3,86.5,5.3,3.3,point
2025-07-23 05:00:00 AM,5.4,86.6,5.4,3.3,point
2025-07-23 05:30:00 AM,5.4,86.7,5.4,3.4,point
2025-07-23 06:00:00 AM,5.3,86.9,5.2,3.3,point
2025-07-23 06:30:00 AM,5.3,85.9,5.2,3.1,point
2025-07-23 07:00:00 AM,5.5,87.7,5.5,3.7,point
2025-07-23 07:30:00 AM,5.4,86.9,5.4,3.4,point
2025-07-23 08:00:00 AM,8.6,98.1,8.8,8.3,point
2025-07-23 08:30:00 AM,15.4,100.0,16.1,15.4,point
2025-07-23 09:00:00 AM,19.8,100.0,20.8,19.8,point
2025-07-23 09:30:00 AM,20.9,88.3,21.6,18.9,point
2025-07-23 10:00:00 AM,20.9,87.9,21.6,18.9,point
2025-07-23 10:30:00 AM,20.9,88.0,21.5,18.8,point
2025-07-23 11:00:00 AM,21.0,88.2,21.7,19.0,point
2025-07-23 11:30:00 AM,21.0,88.5,21.8,19.0,point
2025-07-23 12:00:00 PM,20.9,86.4,21.6,18.6,point
2025-07-23 12:30:00 PM,21.0,87.7,21.7,18.9,point
2025-07-23 01:00:00 PM,21.0,87.8,21.7,18.9,point
2025-07-23 01:30:00 PM,21.2,87.9,21.9,19.1,point
2025-07-23 02:00:00 PM,21.1,87.3,21.7,18.9,point
2025-07-23 02:30:00 PM,21.1,86.8,21.7,18.8,point
2025-07-23 03:00:00 PM,21.1,87.1,21.7,18.8,point
2025-07-23 03:30:00 PM,21.2,86.9,22.0,18.9,point
2025-07-23 04:00:00 PM,21.2,87.4,21.9,19.0,point
2025-07-23 04:30:00 PM,21.2,86.7,21.9,18.9,point
2025-07-23 05:00:00 PM,21.0,85.5,21.6,18.5,point
2025-07-23 05:30:00 PM,21.1,85.6,21.8,18.6,point
2025-07-23 06:00:00 PM,21.0,85.5,21.5,18.4,point
2025-07-23 06:30:00 PM,21.1,85.4,21.6,18.5,point
2025-07-23 07:00:00 PM,20.9,85.1,21.5,18.3,point
2025-07-23 07:30:00 PM,21.1,84.9,21.6,18.4,point
2025-07-23 08:00:00 PM,21.0,84.5,21.5,18.2,point
2025-07-23 08:30:00 PM,21.0,85.3,21.5,18.4,point
2025-07-23 09:00:00 PM,17.7,74.3,17.2,13.1,point
2025-07-23 09:30:00 PM,11.6,70.6,11.1,6.5,point
2025-07-23 10:00:00 PM,6.9,78.7,6.7,3.5,point
2025-07-23 10:30:00 PM,6.1,81.0,5.9,3.1,point
2025-07-23 11:00:00 PM,5.9,82.9,5.8,3.2,point
2025-07-23 11:30:00 PM,5.6,83.4,5.6,3.0,point
2025-07-24 12:00:00 AM,5.5,84.2,5.5,3.1,point
2025-07-24 12:30:00 AM,5.6,85.0,5.5,3.2,point
2025-07-24 01:00:00 AM,5.4,84.8,5.4,3.1,point
2025-07-24 01:30:00 AM,5.4,84.7,5.4,3.0,point
2025-07-24 02:00:00 AM,5.4,85.5,5.4,3.1,point
2025-07-24 02:30:00 AM,5.4,85.9,5.4,3.2,point
2025-07-24 03:00:00 AM,5.4,85.7,5.3,3.2,point
2025-07-24 03:30:00 AM,5.4,85.4,5.4,3.1,point
2025-07-24 04:00:00 AM,5.4,85.8,5.3,3.2,point
2025-07-24 04:30:00 AM,5.4,86.5,5.4,3.3,point
2025-07-24 05:00:00 AM,5.4,86.4,5.4,3.3,point
2025-07-24 05:30:00 AM,5.4,86.3,5.3,3.3,point
2025-07-24 06:00:00 AM,5.3,85.7,5.2,3.1,point
2025-07-24 06:30:00 AM,5.3,86.4,5.3,3.2,point
2025-07-24 07:00:00 AM,5.2,87.0,5.2,3.2,point
2025-07-24 07:30:00 AM,5.3,86.5,5.3,3.2,point
2025-07-24 08:00:00 AM,8.3,96.9,8.5,7.8,point
2025-07-24 08:30:00 AM,14.9,100.0,15.5,14.9,point
2025-07-24 09:00:00 AM,19.8,96.5,20.5,19.2,point
2025-07-24 09:30:00 AM,20.4,85.5,20.8,17.9,point
2025-07-24 10:00:00 AM,20.7,85.3,21.3,18.1,point
2025-07-24 10:30:00 AM,20.7,84.3,21.3,18.0,point
2025-07-24 11:00:00 AM,21.1,83.9,21.6,18.2,point
2025-07-24 11:30:00 AM,20.6,84.3,21.1,17.9,point
2025-07-24 12:00:00 PM,21.0,83.9,21.6,18.2,point
2025-07-24 12:30:00 PM,21.1,83.8,21.6,18.2,point
2025-07-24 01:00:00 PM,21.1,83.7,21.6,18.2,point
2025-07-24 01:30:00 PM,21.1,83.5,21.6,18.2,point
2025-07-24 02:00:00 PM,21.1,83.2,21.6,18.1,point
2025-07-24 02:30:00 PM,21.0,82.8,21.6,18.0,point
2025-07-24 03:00:00 PM,21.1,82.5,21.5,18.0,point
2025-07-24 03:30:00 PM,21.0,81.3,21.4,17.7,point
2025-07-24 04:00:00 PM,20.8,82.7,21.4,17.8,point
2025-07-24 04:30:00 PM,21.1,81.3,21.5,17.8,point
2025-07-24 05:00:00 PM,21.2,81.3,21.7,17.9,point
2025-07-24 05:30:00 PM,21.2,80.7,21.8,17.8,point
2025-07-24 06:00:00 PM,21.2,80.4,21.6,17.6,point
2025-07-24 06:30:00 PM,21.1,80.0,21.6,17.5,point
2025-07-24 07:00:00 PM,21.1,79.5,21.5,17.4,point
2025-07-24 07:30:00 PM,21.1,79.1,21.5,17.3,point
2025-07-24 08:00:00 PM,21.1,78.5,21.5,17.2,point
2025-07-24 08:30:00 PM,21.1,78.2,21.5,17.2,point
2025-07-24 09:00:00 PM,17.9,72.9,17.2,12.9,point
2025-07-24 09:30:00 PM,13.1,63.2,12.3,6.3,point
2025-07-24 10:00:00 PM,8.2,73.0,7.8,3.6,point
2025-07-24 10:30:00 PM,6.7,77.6,6.5,3.1,point
2025-07-24 11:00:00 PM,6.1,80.6,6.0,3.0,point
2025-07-24 11:30:00 PM,5.8,81.8,5.6,2.9,point
2025-07-25 12:00:00 AM,5.5,83.1,5.4,2.8,point
2025-07-25 12:30:00 AM,5.3,83.9,5.3,2.8,point
2025-07-25 01:00:00 AM,5.2,83.8,5.2,2.7,point
2025-07-25 01:30:00 AM,5.3,84.6,5.2,2.9,point
2025-07-25 02:00:00 AM,5.2,85.1,5.2,3.0,point
2025-07-25 02:30:00 AM,5.1,85.0,5.0,2.7,point
2025-07-25 03:00:00 AM,5.1,85.2,5.0,2.8,point
2025-07-25 03:30:00 AM,5.2,86.0,5.1,3.0,point
2025-07-25 04:00:00 AM,5.0,85.0,5.0,2.7,point
2025-07-25 04:30:00 AM,5.2,85.5,5.2,3.0,point
2025-07-25 05:00:00 AM,5.0,85.0,5.0,2.7,point
2025-07-25 05:30:00 AM,5.2,85.8,5.2,3.0,point
2025-07-25 06:00:00 AM,5.3,86.0,5.2,3.1,point
2025-07-25 06:30:00 AM,5.2,85.5,5.2,3.0,point
2025-07-25 07:00:00 AM,5.3,85.7,5.2,3.1,point
2025-07-25 07:30:00 AM,5.4,86.3,5.4,3.3,point
2025-07-25 08:00:00 AM,8.2,95.5,8.3,7.5,point
2025-07-25 08:30:00 AM,14.0,100.0,14.6,14.0,point
2025-07-25 09:00:00 AM,19.8,86.2,20.1,17.4,point
2025-07-25 09:30:00 AM,20.8,80.8,21.3,17.4,point
2025-07-25 10:00:00 AM,20.8,81.7,21.2,17.5,point
2025-07-25 10:30:00 AM,20.8,82.0,21.2,17.6,point
2025-07-25 11:00:00 AM,20.6,81.8,21.0,17.4,point
2025-07-25 11:30:00 AM,20.7,81.6,21.2,17.5,point
2025-07-25 12:00:00 PM,21.1,81.5,21.5,17.8,point
2025-07-25 12:30:00 PM,20.8,81.0,21.2,17.4,point
2025-07-25 01:00:00 PM,20.7,80.9,21.2,17.3,point
2025-07-25 01:30:00 PM,20.8,80.3,21.3,17.3,point
2025-07-25 02:00:00 PM,20.8,79.9,21.3,17.2,point
2025-07-25 02:30:00 PM,21.0,79.1,21.5,17.2,point
2025-07-25 03:00:00 PM,20.8,79.2,21.3,17.1,point
2025-07-25 03:30:00 PM,20.2,77.6,20.4,16.2,point
2025-07-25 04:00:00 PM,21.4,78.9,22.0,17.6,point
2025-07-25 04:30:00 PM,21.5,78.2,22.1,17.6,point
2025-07-25 05:00:00 PM,21.6,78.5,22.1,17.7,point
2025-07-25 05:30:00 PM,21.6,78.1,22.2,17.6,point
2025-07-25 06:00:00 PM,21.6,77.9,22.1,17.5,point
2025-07-25 06:30:00 PM,21.7,77.8,22.3,17.6,point
2025-07-25 07:00:00 PM,21.6,77.4,22.2,17.5,point
2025-07-25 07:30:00 PM,21.5,77.5,22.1,17.4,point
2025-07-25 08:00:00 PM,21.6,76.8,22.2,17.4,point
2025-07-25 08:30:00 PM,21.7,76.6,22.2,17.4,point
2025-07-25 09:00:00 PM,17.5,73.3,17.0,12.7,point
2025-07-25 09:30:00 PM,11.6,68.0,10.9,5.8,point
2025-07-25 10:00:00 PM,6.8,76.6,6.6,3.0,point
2025-07-25 10:30:00 PM,5.9,80.7,5.8,2.8,point
2025-07-25 11:00:00 PM,5.5,82.6,5.5,2.8,point
2025-07-25 11:30:00 PM,5.2,83.5,5.2,2.7,point
2025-07-26 12:00:00 AM,5.1,84.5,5.0,2.7,point
2025-07-26 12:30:00 AM,5.1,85.0,5.0,2.8,point
2025-07-26 01:00:00 AM,5.0,84.8,4.9,2.6,point
2025-07-26 01:30:00 AM,4.9,85.2,4.8,2.6,point
2025-07-26 02:00:00 AM,4.8,85.3,4.8,2.6,point
2025-07-26 02:30:00 AM,4.9,85.6,4.8,2.7,point
2025-07-26 03:00:00 AM,4.8,86.1,4.8,2.7,point
2025-07-26 03:30:00 AM,4.8,86.4,4.8,2.7,point
2025-07-26 04:00:00 AM,4.8,86.4,4.7,2.7,point
2025-07-26 04:30:00 AM,4.7,86.5,4.7,2.7,point
2025-07-26 05:00:00 AM,4.7,86.3,4.7,2.6,point
2025-07-26 05:30:00 AM,4.9,86.5,4.8,2.8,point
2025-07-26 06:00:00 AM,4.9,86.7,4.8,2.9,point
2025-07-26 06:30:00 AM,5.0,87.0,4.9,3.0,point
2025-07-26 07:00:00 AM,5.1,86.8,5.1,3.1,point
2025-07-26 07:30:00 AM,5.0,86.4,5.0,3.0,point
2025-07-26 08:00:00 AM,8.2,96.8,8.5,7.7,point
2025-07-26 08:30:00 AM,13.9,100.0,14.4,13.9,point
2025-07-26 09:00:00 AM,19.2,86.6,19.5,16.9,point
2025-07-26 09:30:00 AM,20.4,81.2,20.8,17.1,point
2025-07-26 10:00:00 AM,20.8,81.0,21.3,17.4,point
2025-07-26 10:30:00 AM,21.1,81.1,21.5,17.7,point
2025-07-26 11:00:00 AM,21.1,80.2,21.5,17.5,point
2025-07-26 11:30:00 AM,21.2,82.7,21.9,18.2,point
2025-07-26 12:00:00 PM,21.4,80.4,21.9,17.9,point
